insert into account values(3300000, "name20000", 990.54);
insert into account values(3304473, "name24473", 633.249);
insert into account values(3304474, "name24474", 613.059);
insert into account values(3304475, "name24475", 498.233);
insert into account values(3304476, "name24476", 654.941);
insert into account values(3304477, "name24477", 2.243);
insert into account values(3304478, "name24478", 520.721);
insert into account values(3304479, "name24479", 847.573);
insert into account values(3304480, "name24480", 517.402);
insert into account values(3304481, "name24481", 37.326);
insert into account values(3304482, "name24482", 71.576);
insert into account values(3304483, "name24483", 567.21);
insert into account values(3304484, "name24484", 287.85);
insert into account values(3304485, "name24485", 771.89);
insert into account values(3304486, "name24486", 918.189);
insert into account values(3304487, "name24487", 559.859);
insert into account values(3304488, "name24488", 769.709);
insert into account values(3304489, "name24489", 963.637);
insert into account values(3304490, "name24490", 882.323);
insert into account values(3304491, "name24491", 927.511);
insert into account values(3304492, "name24492", 37.688);
insert into account values(3304493, "name24493", 775.609);
insert into account values(3304494, "name24494", 776.402);
insert into account values(3304495, "name24495", 732.363);
insert into account values(3304496, "name24496", 111.901);
insert into account values(3304497, "name24497", 628.708);
insert into account values(3304498, "name24498", 247.067);
insert into account values(3304499, "name24499", 252.605);
insert into account values(3304500, "name24500", 121.398);
insert into account values(3304501, "name24501", 310.687);
insert into account values(3304502, "name24502", 89.981);
insert into account values(3304503, "name24503", 398.778);
insert into account values(3304504, "name24504", 855.485);
insert into account values(3304505, "name24505", 89.168);
insert into account values(3304506, "name24506", 821.666);
insert into account values(3304507, "name24507", 0.681);
insert into account values(3304508, "name24508", 275.983);
insert into account values(3304509, "name24509", 713.752);
insert into account values(3304510, "name24510", 352.035);
insert into account values(3304511, "name24511", 39.453);
insert into account values(3304512, "name24512", 186.66);
insert into account values(3304513, "name24513", 179.229);
insert into account values(3304514, "name24514", 584.256);
insert into account values(3304515, "name24515", 507.983);
insert into account values(3304516, "name24516", 853.993);
insert into account values(3304517, "name24517", 994.416);
insert into account values(3304518, "name24518", 431.569);
insert into account values(3304519, "name24519", 447.57);
insert into account values(3304520, "name24520", 721.255);
insert into account values(3304521, "name24521", 299.328);
insert into account values(3304522, "name24522", 926.72);
insert into account values(3304523, "name24523", 317.597);
insert into account values(3304524, "name24524", 760.466);
insert into account values(3304525, "name24525", 392.598);
insert into account values(3304526, "name24526", 656.66);
insert into account values(3304527, "name24527", 521.621);
insert into account values(3304528, "name24528", 142.674);
insert into account values(3304529, "name24529", 745.447);
insert into account values(3304530, "name24530", 754.176);
insert into account values(3304531, "name24531", 585.696);
insert into account values(3304532, "name24532", 244.637);
insert into account values(3304533, "name24533", 247.462);
insert into account values(3304534, "name24534", 146.778);
insert into account values(3304535, "name24535", 427.659);
insert into account values(3304536, "name24536", 520.218);
insert into account values(3304537, "name24537", 111.519);
insert into account values(3304538, "name24538", 349.453);
insert into account values(3304539, "name24539", 559.413);
insert into account values(3304540, "name24540", 459.496);
insert into account values(3304541, "name24541", 85.06);
insert into account values(3304542, "name24542", 447.887);
insert into account values(3304543, "name24543", 936.706);
insert into account values(3304544, "name24544", 650.421);
insert into account values(3304545, "name24545", 310.908);
insert into account values(3304546, "name24546", 623.803);
insert into account values(3304547, "name24547", 56.464);
insert into account values(3304548, "name24548", 630.119);
insert into account values(3304549, "name24549", 189.191);
insert into account values(3304550, "name24550", 552.303);
insert into account values(3304551, "name24551", 673.301);
insert into account values(3304552, "name24552", 908.135);
insert into account values(3304553, "name24553", 975.891);
insert into account values(3304554, "name24554", 594.311);
insert into account values(3304555, "name24555", 717.416);
insert into account values(3304556, "name24556", 542.993);
insert into account values(3304557, "name24557", 223.731);
insert into account values(3304558, "name24558", 606.497);
insert into account values(3304559, "name24559", 359.147);
insert into account values(3304560, "name24560", 583.174);
insert into account values(3304561, "name24561", 251.602);
insert into account values(3304562, "name24562", 638.216);
insert into account values(3304563, "name24563", 335.84);
insert into account values(3304564, "name24564", 779.722);
insert into account values(3304565, "name24565", 101.188);
insert into account values(3304566, "name24566", 626.249);
insert into account values(3304567, "name24567", 530.121);
insert into account values(3304568, "name24568", 509.79);
insert into account values(3304569, "name24569", 963.046);
insert into account values(3304570, "name24570", 820.545);
insert into account values(3304571, "name24571", 791.653);
insert into account values(3304572, "name24572", 679.67);
insert into account values(3304573, "name24573", 471.417);
insert into account values(3304574, "name24574", 901.453);
insert into account values(3304575, "name24575", 707.45);
insert into account values(3304576, "name24576", 85.692);
insert into account values(3304577, "name24577", 639.507);
insert into account values(3304578, "name24578", 830.671);
insert into account values(3304579, "name24579", 78.206);
insert into account values(3304580, "name24580", 498.283);
insert into account values(3304581, "name24581", 190.022);
insert into account values(3304582, "name24582", 392.896);
insert into account values(3304583, "name24583", 188.269);
insert into account values(3304584, "name24584", 450.222);
insert into account values(3304585, "name24585", 145.567);
insert into account values(3304586, "name24586", 236.649);
insert into account values(3304587, "name24587", 398.846);
insert into account values(3304588, "name24588", 511.959);
insert into account values(3304589, "name24589", 347.144);
insert into account values(3304590, "name24590", 452.28);
insert into account values(3304591, "name24591", 910.486);
insert into account values(3304592, "name24592", 36.064);
insert into account values(3304593, "name24593", 10.278);
insert into account values(3304594, "name24594", 888.066);
insert into account values(3304595, "name24595", 790.779);
insert into account values(3304596, "name24596", 565.133);
insert into account values(3304597, "name24597", 360.403);
insert into account values(3304598, "name24598", 530.627);
insert into account values(3304599, "name24599", 81.802);
insert into account values(3304600, "name24600", 133.263);
insert into account values(3304601, "name24601", 987.95);
insert into account values(3304602, "name24602", 474.455);
insert into account values(3304603, "name24603", 161.706);
insert into account values(3304604, "name24604", 717.619);
insert into account values(3304605, "name24605", 605.15);
insert into account values(3304606, "name24606", 963.757);
insert into account values(3304607, "name24607", 975.191);
insert into account values(3304608, "name24608", 284.865);
insert into account values(3304609, "name24609", 757.787);
insert into account values(3304610, "name24610", 388.471);
insert into account values(3304611, "name24611", 750.608);
insert into account values(3304612, "name24612", 258.158);
insert into account values(3304613, "name24613", 444.333);
insert into account values(3304614, "name24614", 608.771);
insert into account values(3304615, "name24615", 25.305);
insert into account values(3304616, "name24616", 620.002);
insert into account values(3304617, "name24617", 648.443);
insert into account values(3304618, "name24618", 518.204);
insert into account values(3304619, "name24619", 552.617);
insert into account values(3304620, "name24620", 411.131);
insert into account values(3304621, "name24621", 388.357);
insert into account values(3304622, "name24622", 329.994);
insert into account values(3304623, "name24623", 455.565);
insert into account values(3304624, "name24624", 949.464);
insert into account values(3304625, "name24625", 39.658);
insert into account values(3304626, "name24626", 953.062);
insert into account values(3304627, "name24627", 550.107);
insert into account values(3304628, "name24628", 826.502);
insert into account values(3304629, "name24629", 665.955);
insert into account values(3304630, "name24630", 9.759);
insert into account values(3304631, "name24631", 74.496);
insert into account values(3304632, "name24632", 320.551);
insert into account values(3304633, "name24633", 449.51);
insert into account values(3304634, "name24634", 703.544);
insert into account values(3304635, "name24635", 283.259);
insert into account values(3304636, "name24636", 743.302);
insert into account values(3304637, "name24637", 305.204);
insert into account values(3304638, "name24638", 496.511);
insert into account values(3304639, "name24639", 445.744);
insert into account values(3304640, "name24640", 886.716);
insert into account values(3304641, "name24641", 872.659);
insert into account values(3304642, "name24642", 633.192);
insert into account values(3304643, "name24643", 631.222);
insert into account values(3304644, "name24644", 789.334);
insert into account values(3304645, "name24645", 247.933);
insert into account values(3304646, "name24646", 542.432);
insert into account values(3304647, "name24647", 134.625);
insert into account values(3304648, "name24648", 304.813);
insert into account values(3304649, "name24649", 637.527);
insert into account values(3304650, "name24650", 255.53);
insert into account values(3304651, "name24651", 451.144);
insert into account values(3304652, "name24652", 603.429);
insert into account values(3304653, "name24653", 891.042);
insert into account values(3304654, "name24654", 62.006);
insert into account values(3304655, "name24655", 121.928);
insert into account values(3304656, "name24656", 456.038);
insert into account values(3304657, "name24657", 736.31);
insert into account values(3304658, "name24658", 594.852);
insert into account values(3304659, "name24659", 672.032);
insert into account values(3304660, "name24660", 634.846);
insert into account values(3304661, "name24661", 270.61);
insert into account values(3304662, "name24662", 831.573);
insert into account values(3304663, "name24663", 117.074);
insert into account values(3304664, "name24664", 150.949);
insert into account values(3304665, "name24665", 156.39);
insert into account values(3304666, "name24666", 748.859);
insert into account values(3304667, "name24667", 391.384);
insert into account values(3304668, "name24668", 77.831);
insert into account values(3304669, "name24669", 842.441);
insert into account values(3304670, "name24670", 980.276);
insert into account values(3304671, "name24671", 203.149);
insert into account values(3304672, "name24672", 451.87);
insert into account values(3304673, "name24673", 40.347);
insert into account values(3304674, "name24674", 821.675);
insert into account values(3304675, "name24675", 201.448);
insert into account values(3304676, "name24676", 123.253);
insert into account values(3304677, "name24677", 47.78);
insert into account values(3304678, "name24678", 388.535);
insert into account values(3304679, "name24679", 549.525);
insert into account values(3304680, "name24680", 472.142);
insert into account values(3304681, "name24681", 646.907);
insert into account values(3304682, "name24682", 879.098);
insert into account values(3304683, "name24683", 520.924);
insert into account values(3304684, "name24684", 61.621);
insert into account values(3304685, "name24685", 15.952);
insert into account values(3304686, "name24686", 554.3);
insert into account values(3304687, "name24687", 188.271);
insert into account values(3304688, "name24688", 239.139);
insert into account values(3304689, "name24689", 119.186);
insert into account values(3304690, "name24690", 954.469);
insert into account values(3304691, "name24691", 755.68);
insert into account values(3304692, "name24692", 446.028);
insert into account values(3304693, "name24693", 49.45);
insert into account values(3304694, "name24694", 613.918);
insert into account values(3304695, "name24695", 968.561);
insert into account values(3304696, "name24696", 320.369);
insert into account values(3304697, "name24697", 140.638);
insert into account values(3304698, "name24698", 232.992);
insert into account values(3304699, "name24699", 564.77);
insert into account values(3304700, "name24700", 885.399);
insert into account values(3304701, "name24701", 497.575);
insert into account values(3304702, "name24702", 743.691);
insert into account values(3304703, "name24703", 187.991);
insert into account values(3304704, "name24704", 388.334);
insert into account values(3304705, "name24705", 469.995);
insert into account values(3304706, "name24706", 753.145);
insert into account values(3304707, "name24707", 253.071);
insert into account values(3304708, "name24708", 372.434);
insert into account values(3304709, "name24709", 909.148);
insert into account values(3304710, "name24710", 489.121);
insert into account values(3304711, "name24711", 221.758);
insert into account values(3304712, "name24712", 780.63);
insert into account values(3304713, "name24713", 133.823);
insert into account values(3304714, "name24714", 207.693);
insert into account values(3304715, "name24715", 797.299);
insert into account values(3304716, "name24716", 916.092);
insert into account values(3304717, "name24717", 536.758);
insert into account values(3304718, "name24718", 860.244);
insert into account values(3304719, "name24719", 320.603);
insert into account values(3304720, "name24720", 433.966);
insert into account values(3304721, "name24721", 819.623);
insert into account values(3304722, "name24722", 330.328);
insert into account values(3304723, "name24723", 319.261);
insert into account values(3304724, "name24724", 101.528);
insert into account values(3304725, "name24725", 490.01);
insert into account values(3304726, "name24726", 890.257);
insert into account values(3304727, "name24727", 237.596);
insert into account values(3304728, "name24728", 908.644);
insert into account values(3304729, "name24729", 745.919);
insert into account values(3304730, "name24730", 627.224);
insert into account values(3304731, "name24731", 803.72);
insert into account values(3304732, "name24732", 721.117);
insert into account values(3304733, "name24733", 540.933);
insert into account values(3304734, "name24734", 802.853);
insert into account values(3304735, "name24735", 20.004);
insert into account values(3304736, "name24736", 719.268);
insert into account values(3304737, "name24737", 520.132);
insert into account values(3304738, "name24738", 148.209);
insert into account values(3304739, "name24739", 729.49);
insert into account values(3304740, "name24740", 105.622);
insert into account values(3304741, "name24741", 280.228);
insert into account values(3304742, "name24742", 38.309);
insert into account values(3304743, "name24743", 951.619);
insert into account values(3304744, "name24744", 498.459);
insert into account values(3304745, "name24745", 865.364);
insert into account values(3304746, "name24746", 670.018);
insert into account values(3304747, "name24747", 708.071);
insert into account values(3304748, "name24748", 909.913);
insert into account values(3304749, "name24749", 614.981);
insert into account values(3304750, "name24750", 887.59);
insert into account values(3304751, "name24751", 798.155);
insert into account values(3304752, "name24752", 254.335);
insert into account values(3304753, "name24753", 621.572);
insert into account values(3304754, "name24754", 96.461);
insert into account values(3304755, "name24755", 500.366);
insert into account values(3304756, "name24756", 55.515);
insert into account values(3304757, "name24757", 231.139);
insert into account values(3304758, "name24758", 46.67);
insert into account values(3304759, "name24759", 915.971);
insert into account values(3304760, "name24760", 77.148);
insert into account values(3304761, "name24761", 468.28);
insert into account values(3304762, "name24762", 94.914);
insert into account values(3304763, "name24763", 954.69);
insert into account values(3304764, "name24764", 520.945);
insert into account values(3304765, "name24765", 557.996);
insert into account values(3304766, "name24766", 251.168);
insert into account values(3304767, "name24767", 406.079);
insert into account values(3304768, "name24768", 622.68);
insert into account values(3304769, "name24769", 864.901);
insert into account values(3304770, "name24770", 878.092);
insert into account values(3304771, "name24771", 495.257);
insert into account values(3304772, "name24772", 432.567);
insert into account values(3304773, "name24773", 456.597);
insert into account values(3304774, "name24774", 609.371);
insert into account values(3304775, "name24775", 921.092);
insert into account values(3304776, "name24776", 212.039);
insert into account values(3304777, "name24777", 530.769);
insert into account values(3304778, "name24778", 316.16);
insert into account values(3304779, "name24779", 525.583);
insert into account values(3304780, "name24780", 402.468);
insert into account values(3304781, "name24781", 793.523);
insert into account values(3304782, "name24782", 920.707);
insert into account values(3304783, "name24783", 981.167);
insert into account values(3304784, "name24784", 303.447);
insert into account values(3304785, "name24785", 155.833);
insert into account values(3304786, "name24786", 318.285);
insert into account values(3304787, "name24787", 819.203);
insert into account values(3304788, "name24788", 148.931);
insert into account values(3304789, "name24789", 762.603);
insert into account values(3304790, "name24790", 81.621);
insert into account values(3304791, "name24791", 610.79);
insert into account values(3304792, "name24792", 672.715);
insert into account values(3304793, "name24793", 652.153);
insert into account values(3304794, "name24794", 103.11);
insert into account values(3304795, "name24795", 483.752);
insert into account values(3304796, "name24796", 834.227);
insert into account values(3304797, "name24797", 747.09);
insert into account values(3304798, "name24798", 573.198);
insert into account values(3304799, "name24799", 666.413);
insert into account values(3304800, "name24800", 352.731);
insert into account values(3304801, "name24801", 326.526);
insert into account values(3304802, "name24802", 128.632);
insert into account values(3304803, "name24803", 191.54);
insert into account values(3304804, "name24804", 387.015);
insert into account values(3304805, "name24805", 885.91);
insert into account values(3304806, "name24806", 396.731);
insert into account values(3304807, "name24807", 933.473);
insert into account values(3304808, "name24808", 729.321);
insert into account values(3304809, "name24809", 665.662);
insert into account values(3304810, "name24810", 113.29);
insert into account values(3304811, "name24811", 438.1);
insert into account values(3304812, "name24812", 369.293);
insert into account values(3304813, "name24813", 466.906);
insert into account values(3304814, "name24814", 169.81);
insert into account values(3304815, "name24815", 685.872);
insert into account values(3304816, "name24816", 795.652);
insert into account values(3304817, "name24817", 439.358);
insert into account values(3304818, "name24818", 139.599);
insert into account values(3304819, "name24819", 875.668);
insert into account values(3304820, "name24820", 69.946);
insert into account values(3304821, "name24821", 722.484);
insert into account values(3304822, "name24822", 147.958);
insert into account values(3304823, "name24823", 851.613);
insert into account values(3304824, "name24824", 622.257);
insert into account values(3304825, "name24825", 793.282);
insert into account values(3304826, "name24826", 48.404);
insert into account values(3304827, "name24827", 773.826);
insert into account values(3304828, "name24828", 64.691);
insert into account values(3304829, "name24829", 462.929);
insert into account values(3304830, "name24830", 861.118);
insert into account values(3304831, "name24831", 39.663);
insert into account values(3304832, "name24832", 622.891);
insert into account values(3304833, "name24833", 648.92);
insert into account values(3304834, "name24834", 769.823);
insert into account values(3304835, "name24835", 679.588);
insert into account values(3304836, "name24836", 618.485);
insert into account values(3304837, "name24837", 632.743);
insert into account values(3304838, "name24838", 742.662);
insert into account values(3304839, "name24839", 170.515);
insert into account values(3304840, "name24840", 633.178);
insert into account values(3304841, "name24841", 957.98);
insert into account values(3304842, "name24842", 573.261);
insert into account values(3304843, "name24843", 953.5);
insert into account values(3304844, "name24844", 709.541);
insert into account values(3304845, "name24845", 176.033);
insert into account values(3304846, "name24846", 385.803);
insert into account values(3304847, "name24847", 39.276);
insert into account values(3304848, "name24848", 330.384);
insert into account values(3304849, "name24849", 872.483);
insert into account values(3304850, "name24850", 320.818);
insert into account values(3304851, "name24851", 724.434);
insert into account values(3304852, "name24852", 425.808);
insert into account values(3304853, "name24853", 367.317);
insert into account values(3304854, "name24854", 245.61);
insert into account values(3304855, "name24855", 477.313);
insert into account values(3304856, "name24856", 8.3);
insert into account values(3304857, "name24857", 4.636);
insert into account values(3304858, "name24858", 168.077);
insert into account values(3304859, "name24859", 521.753);
insert into account values(3304860, "name24860", 296.914);
insert into account values(3304861, "name24861", 439.84);
insert into account values(3304862, "name24862", 364.72);
insert into account values(3304863, "name24863", 77.03);
insert into account values(3304864, "name24864", 918.091);
insert into account values(3304865, "name24865", 888.841);
insert into account values(3304866, "name24866", 985.504);
insert into account values(3304867, "name24867", 905.103);
insert into account values(3304868, "name24868", 387.418);
insert into account values(3304869, "name24869", 376.288);
insert into account values(3304870, "name24870", 72.283);
insert into account values(3304871, "name24871", 433.512);
insert into account values(3304872, "name24872", 964.096);
insert into account values(3304873, "name24873", 710.114);
insert into account values(3304874, "name24874", 665.475);
insert into account values(3304875, "name24875", 261.049);
insert into account values(3304876, "name24876", 627.979);
insert into account values(3304877, "name24877", 315.192);
insert into account values(3304878, "name24878", 8.902);
insert into account values(3304879, "name24879", 89.077);
insert into account values(3304880, "name24880", 892.226);
insert into account values(3304881, "name24881", 703.161);
insert into account values(3304882, "name24882", 771.209);
insert into account values(3304883, "name24883", 198.86);
insert into account values(3304884, "name24884", 904.611);
insert into account values(3304885, "name24885", 802.95);
insert into account values(3304886, "name24886", 526.192);
insert into account values(3304887, "name24887", 480.913);
insert into account values(3304888, "name24888", 989.294);
insert into account values(3304889, "name24889", 11.493);
insert into account values(3304890, "name24890", 320.255);
insert into account values(3304891, "name24891", 341.452);
insert into account values(3304892, "name24892", 700.623);
insert into account values(3304893, "name24893", 261.072);
insert into account values(3304894, "name24894", 179.717);
insert into account values(3304895, "name24895", 788.401);
insert into account values(3304896, "name24896", 186.568);
insert into account values(3304897, "name24897", 253.667);
insert into account values(3304898, "name24898", 880.668);
insert into account values(3304899, "name24899", 660.335);
insert into account values(3304900, "name24900", 112.404);
insert into account values(3304901, "name24901", 949.585);
insert into account values(3304902, "name24902", 728.866);
insert into account values(3304903, "name24903", 905.683);
insert into account values(3304904, "name24904", 75.413);
insert into account values(3304905, "name24905", 76.536);
insert into account values(3304906, "name24906", 204.787);
insert into account values(3304907, "name24907", 402.858);
insert into account values(3304908, "name24908", 253.295);
insert into account values(3304909, "name24909", 428.52);
insert into account values(3304910, "name24910", 94.476);
insert into account values(3304911, "name24911", 965.818);
insert into account values(3304912, "name24912", 313.379);
insert into account values(3304913, "name24913", 98.959);
insert into account values(3304914, "name24914", 790.953);
insert into account values(3304915, "name24915", 354.69);
insert into account values(3304916, "name24916", 115.373);
insert into account values(3304917, "name24917", 50.152);
insert into account values(3304918, "name24918", 990.168);
insert into account values(3304919, "name24919", 4.821);
insert into account values(3304920, "name24920", 182.766);
insert into account values(3304921, "name24921", 696.752);
insert into account values(3304922, "name24922", 278.684);
insert into account values(3304923, "name24923", 699.996);
insert into account values(3304924, "name24924", 60.163);
insert into account values(3304925, "name24925", 896.952);
insert into account values(3304926, "name24926", 553.132);
insert into account values(3304927, "name24927", 957.744);
insert into account values(3304928, "name24928", 449.715);
insert into account values(3304929, "name24929", 799.157);
insert into account values(3304930, "name24930", 174.385);
insert into account values(3304931, "name24931", 656.452);
insert into account values(3304932, "name24932", 288.349);
insert into account values(3304933, "name24933", 32.827);
insert into account values(3304934, "name24934", 672.603);
insert into account values(3304935, "name24935", 153.625);
insert into account values(3304936, "name24936", 5.152);
insert into account values(3304937, "name24937", 360.334);
insert into account values(3304938, "name24938", 854.133);
insert into account values(3304939, "name24939", 33.424);
insert into account values(3304940, "name24940", 329.49);
insert into account values(3304941, "name24941", 674.303);
insert into account values(3304942, "name24942", 780.276);
insert into account values(3304943, "name24943", 179.428);
insert into account values(3304944, "name24944", 578.426);
insert into account values(3304945, "name24945", 75.83);
insert into account values(3304946, "name24946", 520.852);
insert into account values(3304947, "name24947", 791.748);
insert into account values(3304948, "name24948", 744.725);
insert into account values(3304949, "name24949", 983.002);
insert into account values(3304950, "name24950", 790.851);
insert into account values(3304951, "name24951", 273.526);
insert into account values(3304952, "name24952", 745.396);
insert into account values(3304953, "name24953", 19.226);
insert into account values(3304954, "name24954", 132.26);
insert into account values(3304955, "name24955", 979.071);
insert into account values(3304956, "name24956", 78.26);
insert into account values(3304957, "name24957", 696.423);
insert into account values(3304958, "name24958", 583.909);
insert into account values(3304959, "name24959", 591.18);
insert into account values(3304960, "name24960", 884.077);
insert into account values(3304961, "name24961", 271.224);
insert into account values(3304962, "name24962", 204.649);
insert into account values(3304963, "name24963", 990.004);
insert into account values(3304964, "name24964", 563.844);
insert into account values(3304965, "name24965", 687.821);
insert into account values(3304966, "name24966", 711.231);
insert into account values(3304967, "name24967", 596.02);
insert into account values(3304968, "name24968", 338.882);
insert into account values(3304969, "name24969", 249.516);
insert into account values(3304970, "name24970", 432.833);
insert into account values(3304971, "name24971", 193.161);
insert into account values(3304972, "name24972", 985.482);
insert into account values(3304973, "name24973", 829.679);
insert into account values(3304974, "name24974", 889.67);
insert into account values(3304975, "name24975", 161.449);
insert into account values(3304976, "name24976", 286.567);
insert into account values(3304977, "name24977", 497.572);
insert into account values(3304978, "name24978", 490.785);
insert into account values(3304979, "name24979", 797.011);
insert into account values(3304980, "name24980", 865.147);
insert into account values(3304981, "name24981", 89.036);
insert into account values(3304982, "name24982", 925.704);
insert into account values(3304983, "name24983", 664.434);
insert into account values(3304984, "name24984", 992.481);
insert into account values(3304985, "name24985", 90.813);
insert into account values(3304986, "name24986", 657.493);
insert into account values(3304987, "name24987", 875.751);
insert into account values(3304988, "name24988", 772.492);
insert into account values(3304989, "name24989", 630.352);
insert into account values(3304990, "name24990", 747.84);
insert into account values(3304991, "name24991", 242.212);
insert into account values(3304992, "name24992", 745.509);
insert into account values(3304993, "name24993", 723.091);
insert into account values(3304994, "name24994", 457.835);
insert into account values(3304995, "name24995", 68.625);
insert into account values(3304996, "name24996", 738.562);
insert into account values(3304997, "name24997", 596.991);
insert into account values(3304998, "name24998", 38.637);
insert into account values(3304999, "name24999", 799.698);
insert into account values(3305000, "name25000", 883.089);
insert into account values(3305001, "name25001", 279.171);
insert into account values(3305002, "name25002", 369.056);
insert into account values(3305003, "name25003", 306.031);
insert into account values(3305004, "name25004", 661.809);
insert into account values(3305005, "name25005", 53.704);
insert into account values(3305006, "name25006", 325.643);
insert into account values(3305007, "name25007", 193.811);
insert into account values(3305008, "name25008", 421.618);
insert into account values(3305009, "name25009", 149.675);
insert into account values(3305010, "name25010", 842.552);
insert into account values(3305011, "name25011", 972.07);
insert into account values(3305012, "name25012", 469.04);
insert into account values(3305013, "name25013", 9.87);
insert into account values(3305014, "name25014", 547.575);
insert into account values(3305015, "name25015", 400.571);
insert into account values(3305016, "name25016", 154.931);
insert into account values(3305017, "name25017", 175.327);
insert into account values(3305018, "name25018", 478.745);
insert into account values(3305019, "name25019", 773.491);
insert into account values(3305020, "name25020", 613.818);
insert into account values(3305021, "name25021", 281.68);
insert into account values(3305022, "name25022", 911.87);
insert into account values(3305023, "name25023", 150.424);
insert into account values(3305024, "name25024", 978.556);
insert into account values(3305025, "name25025", 365.669);
insert into account values(3305026, "name25026", 733.631);
insert into account values(3305027, "name25027", 988.634);
insert into account values(3305028, "name25028", 924.557);
insert into account values(3305029, "name25029", 590.146);
insert into account values(3305030, "name25030", 763.629);
insert into account values(3305031, "name25031", 180.645);
insert into account values(3305032, "name25032", 222.415);
insert into account values(3305033, "name25033", 370.77);
insert into account values(3305034, "name25034", 249.657);
insert into account values(3305035, "name25035", 412.449);
insert into account values(3305036, "name25036", 19.622);
insert into account values(3305037, "name25037", 890.744);
insert into account values(3305038, "name25038", 145.793);
insert into account values(3305039, "name25039", 634.825);
insert into account values(3305040, "name25040", 816.547);
insert into account values(3305041, "name25041", 429.17);
insert into account values(3305042, "name25042", 106.338);
insert into account values(3305043, "name25043", 373.669);
insert into account values(3305044, "name25044", 629.882);
insert into account values(3305045, "name25045", 998.969);
insert into account values(3305046, "name25046", 656.16);
insert into account values(3305047, "name25047", 625.577);
insert into account values(3305048, "name25048", 8.044);
insert into account values(3305049, "name25049", 617.667);
insert into account values(3305050, "name25050", 66.295);
insert into account values(3305051, "name25051", 136.827);
insert into account values(3305052, "name25052", 617.35);
insert into account values(3305053, "name25053", 385.273);
insert into account values(3305054, "name25054", 554.558);
insert into account values(3305055, "name25055", 404.088);
insert into account values(3305056, "name25056", 838.84);
insert into account values(3305057, "name25057", 789.721);
insert into account values(3305058, "name25058", 289.646);
insert into account values(3305059, "name25059", 693.664);
insert into account values(3305060, "name25060", 153.271);
insert into account values(3305061, "name25061", 582.476);
insert into account values(3305062, "name25062", 312.095);
insert into account values(3305063, "name25063", 305.157);
insert into account values(3305064, "name25064", 397.579);
insert into account values(3305065, "name25065", 827.937);
insert into account values(3305066, "name25066", 968.572);
insert into account values(3305067, "name25067", 167.376);
insert into account values(3305068, "name25068", 37.69);
insert into account values(3305069, "name25069", 733.857);
insert into account values(3305070, "name25070", 251.41);
insert into account values(3305071, "name25071", 532.652);
insert into account values(3305072, "name25072", 454.171);
insert into account values(3305073, "name25073", 355.545);
insert into account values(3305074, "name25074", 961.405);
insert into account values(3305075, "name25075", 831.633);
insert into account values(3305076, "name25076", 32.539);
insert into account values(3305077, "name25077", 160.484);
insert into account values(3305078, "name25078", 404.307);
insert into account values(3305079, "name25079", 332.242);
insert into account values(3305080, "name25080", 16.268);
insert into account values(3305081, "name25081", 376.646);
insert into account values(3305082, "name25082", 812.271);
insert into account values(3305083, "name25083", 44.216);
insert into account values(3305084, "name25084", 720.817);
insert into account values(3305085, "name25085", 294.073);
insert into account values(3305086, "name25086", 772.544);
insert into account values(3305087, "name25087", 938.789);
insert into account values(3305088, "name25088", 270.371);
insert into account values(3305089, "name25089", 433.62);
insert into account values(3305090, "name25090", 691.871);
insert into account values(3305091, "name25091", 744.497);
insert into account values(3305092, "name25092", 73.527);
insert into account values(3305093, "name25093", 171.791);
insert into account values(3305094, "name25094", 492.54);
insert into account values(3305095, "name25095", 361.984);
insert into account values(3305096, "name25096", 760.918);
insert into account values(3305097, "name25097", 568.377);
insert into account values(3305098, "name25098", 111.121);
insert into account values(3305099, "name25099", 612.226);
insert into account values(3305100, "name25100", 74.931);
insert into account values(3305101, "name25101", 357.178);
insert into account values(3305102, "name25102", 701.557);
insert into account values(3305103, "name25103", 783.835);
insert into account values(3305104, "name25104", 167.457);
insert into account values(3305105, "name25105", 791.601);
insert into account values(3305106, "name25106", 399.939);
insert into account values(3305107, "name25107", 402.704);
insert into account values(3305108, "name25108", 53.795);
insert into account values(3305109, "name25109", 519.415);
insert into account values(3305110, "name25110", 792.713);
insert into account values(3305111, "name25111", 128.672);
insert into account values(3305112, "name25112", 492.361);
insert into account values(3305113, "name25113", 868.162);
insert into account values(3305114, "name25114", 727.186);
insert into account values(3305115, "name25115", 265.96);
insert into account values(3305116, "name25116", 243.794);
insert into account values(3305117, "name25117", 441.411);
insert into account values(3305118, "name25118", 46.924);
insert into account values(3305119, "name25119", 610.261);
insert into account values(3305120, "name25120", 528.54);
insert into account values(3305121, "name25121", 123.128);
insert into account values(3305122, "name25122", 661.146);
insert into account values(3305123, "name25123", 852.303);
insert into account values(3305124, "name25124", 717.998);
insert into account values(3305125, "name25125", 269.282);
insert into account values(3305126, "name25126", 800.387);
insert into account values(3305127, "name25127", 145.656);
insert into account values(3305128, "name25128", 581.686);
insert into account values(3305129, "name25129", 900.48);
insert into account values(3305130, "name25130", 876.473);
insert into account values(3305131, "name25131", 170.497);
insert into account values(3305132, "name25132", 875.883);
insert into account values(3305133, "name25133", 458.227);
insert into account values(3305134, "name25134", 166.523);
insert into account values(3305135, "name25135", 436.069);
insert into account values(3305136, "name25136", 707.221);
insert into account values(3305137, "name25137", 55.289);
